LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),Pass@1,Pass@10,GoogleBLEU,CodeBLEU,SacreBLEU
codegeex4-all-9b-Q6_K_L,Python/4-1,41.38898277282715,3420.9800017817984,484.4326111202552,888.4097107271671,64.78897199383458,11.705769538879396,21.421323093708516,0.00031240407950973144,7.5480009070150945e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-2,7.343163251876831,489.86003888773774,85.94161665334195,157.44712595761322,66.71262580110044,11.705769538879396,21.44465269376998,4.7784397328750246e-05,6.507331471425082e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-3,7.0995378494262695,470.44149435290785,83.0872904254111,151.69312135440148,66.26676522615801,11.705769538879396,21.370442164775536,4.595794035785191e-05,6.473370708427997e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-4,10.274111032485962,678.9263561406661,120.2507526564166,220.36417629119066,66.08337587896001,11.705769538879396,21.450868247580804,6.64415231078151e-05,6.466887782089568e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-5,7.346003532409668,488.08056146414924,85.97423637627345,157.39912591919426,66.44496421877155,11.705769538879396,21.42998618335061,4.7667429939895815e-05,6.488892869380331e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-6,7.34503960609436,487.6227990979115,85.96295566784694,156.99912559920259,66.39128120595004,11.705769538879396,21.378330183859163,4.761079607167269e-05,6.482033947396123e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-7,7.3417463302612305,487.98205138533,85.92325270939183,157.00412560321342,66.46996651385531,11.705769538879396,21.38890404016454,4.7631946320634476e-05,6.487822403275497e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-8,8.813896656036377,584.1508273202872,103.15575444236313,188.56815085442068,66.27887409766345,11.705769538879396,21.39758668476691,5.7079053234896655e-05,6.47602932759654e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-9,7.099541425704956,471.440455152039,83.0889761126673,152.39212191358598,66.40774504040446,11.705769538879396,21.468722276635752,4.606870305094258e-05,6.488968834542456e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/4-10,7.341649770736694,486.9942605950667,85.92360435938237,157.4581259663921,66.33611362303725,11.705769538879396,21.450612443418944,4.7597183152773314e-05,6.483172670874655e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-1,16.89379048347473,1147.3093218467318,197.7148611097764,360.08428806718615,64.83258401909434,11.705769538879396,20.88125847078714,0.0001111186035679205,6.577482044459777e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-2,10.034708499908447,665.0626720497349,117.44738497751088,214.64517171597976,66.27876295679188,11.705769538879396,21.392865955818827,6.498266734425123e-05,6.4757902379370666e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-3,10.020594596862793,661.0324668255619,117.2819336569644,212.45616996481698,65.96952416400664,11.705769538879396,21.204582985056557,6.456659157772194e-05,6.443389257353669e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-4,8.278233528137207,548.5979108779765,96.88925393048544,176.4221411375999,66.27177399893074,11.705769538879396,21.31418419774862,5.356223131152107e-05,6.470248891803588e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-5,10.031444311141968,659.4119255291325,117.40863091585562,213.90817112639792,65.73664009687755,11.705769538879396,21.32644226342416,6.456386475885697e-05,6.436148450442536e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-6,11.685241222381592,769.1676523336577,136.76969236851573,248.74819899843303,65.82511453671371,11.705769538879396,21.289422722909897,7.5248611661078e-05,6.439628436334618e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-7,10.029912948608398,661.1719319371213,117.39083910085834,213.36817069440295,65.92236225281653,11.705769538879396,21.27584544348135,6.464221071809045e-05,6.4449423488824235e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-8,10.030077457427979,664.1531893221309,117.39135262147944,212.1291697031985,66.21835964035128,11.705769538879396,21.152015784279047,6.475578364469433e-05,6.4561598770843104e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-9,11.010192155838013,725.6026664816728,128.86530388128133,233.00718640559825,65.90495800380285,11.705769538879396,21.16534373318335,7.086864143157951e-05,6.436639835936226e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codegeex4-all-9b-Q6_K_L,Python/5-10,13.947386264801025,916.5728492577102,163.24754401016594,295.07023605600534,65.71824940522329,11.705769538879396,21.157893237856438,8.959894891459145e-05,6.424067363840925e-06,-1,-1,0.5697596795727636,0.5380627225938044,57.83972218273082
codellama-7b-instruct.Q5_K_M,Python/4-1,45.90748047828674,3726.531771223035,537.2994805029736,31.938025550412586,64.97723323758773,11.705788135528564,0.6326909804966849,0.0002799469309153986,6.098067852968047e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-2,8.935241937637329,594.9011139205262,104.57405242528375,6.183004946411219,66.58156783669045,11.705788135528564,0.692097417311544,4.5986370910003215e-05,5.146628511120428e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-3,8.937390327453613,592.9399353515829,104.60018341014154,6.517005213604876,66.3461031925204,11.705788135528564,0.7293016714694049,4.588203376950893e-05,5.13371712417772e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-4,7.246623516082764,484.763855810752,84.80747364046647,5.576004460811079,66.89816320821794,11.705788135528564,0.7696234106650715,3.7481233409008805e-05,5.17223412059768e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-5,8.601466417312622,570.2279391819915,100.6669720174333,6.336005068807715,66.29675840753194,11.705788135528564,0.7367495630568698,4.413382197530797e-05,5.130964865069694e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-6,6.908158302307129,461.4026921218456,80.84571715397146,4.869003895206781,66.79411011893,11.705788135528564,0.7049723761056748,3.565457797694112e-05,5.161227698710017e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-7,6.740674257278442,450.0286270226278,78.8844978509502,4.845003875997289,66.76644617373525,11.705788135528564,0.7189356962982963,3.47839793875817e-05,5.160311574175635e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-8,7.2496349811553955,484.0777002618729,84.84239867993142,5.518004414395428,66.77575011777938,11.705788135528564,0.7613040926379689,3.743501423274479e-05,5.163710218521742e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-9,8.601546287536621,570.7641926109785,100.66814976768535,6.298005038385401,66.35853678624524,11.705788135528564,0.7323217494905647,4.4166368932160236e-05,5.134701070684926e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/4-10,7.417295217514038,494.16789233402426,86.80522273744305,5.26200420961076,66.62670291495566,11.705788135528564,0.7095697912234209,3.8203802821927034e-05,5.150638029307309e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-1,15.29683232307434,1048.9304041436499,179.02092687036148,10.97300877840185,64.69842245791632,11.705788135528564,0.46592452130450773,8.073829020472197e-05,5.278105198481726e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-2,8.403048038482666,559.7999788396119,98.34470807197772,6.0350048280005675,66.62123496245997,11.705788135528564,0.7183193438426131,4.328329905015737e-05,5.150904630312338e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-3,11.441522121429443,756.0242438189091,133.91213494573591,8.554006843190798,66.07914375367464,11.705788135528564,0.7477266672610978,5.8552871365423987e-05,5.117577079692671e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-4,9.252281665802002,613.2872506294018,108.28507927932776,6.231004984805222,66.28732107988131,11.705788135528564,0.673565511124216,4.742952816186048e-05,5.1262520830043515e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-5,8.709691524505615,577.7870072292191,101.93386289283046,5.876004700811066,66.3409196128932,11.705788135528564,0.6747679806677713,4.467901522717145e-05,5.129804551798698e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-6,9.5911545753479,635.4969283971445,112.25223890441987,6.738005390388713,66.2609154112762,11.705788135528564,0.7026321506534439,4.916846198594324e-05,5.126438282239837e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-7,9.926974534988403,656.6979403579337,116.18267337414045,6.970005576001359,66.15509338241604,11.705788135528564,0.7022374731164798,5.082134848410307e-05,5.119520384078677e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-8,8.065005540847778,536.2451499957676,94.38709324750651,5.495004395993098,66.49308792134194,11.705788135528564,0.6814685518336195,4.1455175814558416e-05,5.140129861609583e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-9,10.54007625579834,697.7488331985943,123.36226961031558,7.491005992810162,66.20099725224875,11.705788135528564,0.7108075745391385,5.3998388259840985e-05,5.123149676467969e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
codellama-7b-instruct.Q5_K_M,Python/5-10,9.76089596748352,646.5656952521271,114.23850354100023,6.8160054527852125,66.24264366490974,11.705788135528564,0.6984073986626869,5.002431611586453e-05,5.124971752850412e-06,-1,-1,0.25290810199200026,0.2764632734377275,28.48797882644296
deepseek-coder-6.7b-instruct.Q5_K_M,Python/4-1,50.1149959564209,3955.3676722916057,586.5503391286308,33.869027095188855,64.96360938464788,11.705788135528564,0.6800716368917619,0.00029819514393636425,5.9502178588554495e-06,-1,-1,0.24991150781122942,0.27708491299355775,27.084166635403154
deepseek-coder-6.7b-instruct.Q5_K_M,Python/4-2,8.993951559066772,599.3655834920813,105.2608985106667,5.933004746407066,66.64352709302194,11.705788135528564,0.6597793073749247,4.630578010799599e-05,5.1485467543257205e-06,-1,-1,0.24991150781122942,0.27708491299355775,27.084166635403154
deepseek-coder-6.7b-instruct.Q5_K_M,Python/4-3,7.461867809295654,498.218849574765,87.32655584012912,4.6320037055958,66.77164878133652,11.705788135528564,0.6208867215114203,3.846071418519793e-05,5.15430119752126e-06,-1,-1,0.24991150781122942,0.27708491299355775,27.084166635403154
