LLM,Benchmark prompt,Execution time,Package,DRAM,HumanEval pass@1
llama-2-7b.Q2_K,HumanEval/59,46.90608525276184,1774007848.0,107905912.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/60,23.6189866065979,805887951.0,42371840.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/61,30.232499361038208,1027043147.0,60740139.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/62,44.110974073410034,1668836487.0,94794802.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/63,71.78650784492493,2692154729.0,156457607.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/64,73.9207193851471,2663716203.0,164987737.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/65,39.887285232543945,1582958594.0,87858174.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/66,13.39333176612854,466225002.0,15607565.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/67,48.4015052318573,1886651970.0,88404376.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/68,43.041834354400635,1553378409.0,56672036.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/69,29.078421592712402,1120709899.0,50375360.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/70,74.3765139579773,2678789346.0,167276549.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/71,28.611273050308228,1085521819.0,54090498.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/72,49.615750551223755,1903353831.0,89344437.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/73,47.6449019908905,1827909993.0,98259941.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/74,29.15196394920349,991901392.0,41030534.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/75,13.791576862335205,568393870.0,22883486.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/76,14.81557822227478,510831456.0,14503259.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/77,35.72552967071533,1425696118.0,73608027.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/78,57.072391748428345,2042378255.0,93232976.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/79,28.17040252685547,1084270112.0,49369625.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/80,30.62455129623413,1039723352.0,57216956.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/81,59.950416564941406,2325155302.0,111343465.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/82,18.812875986099243,725880771.0,35632965.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/83,29.06734848022461,1117445626.0,67038341.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/84,40.25859618186951,1365412031.0,78328352.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/85,18.683830738067627,787885861.0,39049216.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/86,35.50320649147034,1365549239.0,69367743.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/87,61.11505389213562,2334554265.0,116161080.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/88,36.87657165527344,1417202915.0,62996543.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/89,48.15546226501465,1633307342.0,103092936.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/90,21.04573154449463,717373041.0,33824987.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/91,15.297126770019531,548989195.0,20608956.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/92,58.97270488739014,2305743548.0,128470740.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/93,74.94556975364685,2903527662.0,171183155.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/94,58.70989942550659,2196542900.0,100315295.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/95,34.78466510772705,1229750636.0,57418127.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/96,45.69969081878662,1763319705.0,90511671.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/97,48.559922218322754,1859656799.0,105442723.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/98,20.39495086669922,696194751.0,39387778.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/99,46.76725673675537,1806580336.0,94471255.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/100,30.109094619750977,1138463943.0,55107159.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/101,13.339150190353394,518087297.0,16856707.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/102,78.08398342132568,2939392988.0,179904996.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/103,72.19647312164307,2721622000.0,158871358.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/104,18.73173499107361,641865728.0,28300099.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/105,58.851993560791016,2304267905.0,107693694.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/106,18.01929807662964,615929026.0,26262018.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/107,47.722477436065674,1845847935.0,88261676.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/108,26.915918588638306,916053929.0,47045168.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/109,56.57897591590881,2207266933.0,97793146.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/110,47.61744475364685,1832069346.0,89953017.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/111,20.240802764892578,689153387.0,26705193.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/112,34.78236532211304,1239036990.0,62160546.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/113,44.42547917366028,1712604197.0,85970911.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/114,30.382482051849365,1167841431.0,64068256.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/115,55.339468240737915,2072134588.0,87711690.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/116,70.71988892555237,2734381794.0,152236732.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/117,26.98538851737976,917858978.0,34190526.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/118,62.51598501205444,2412554249.0,134364890.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/119,69.91607356071472,2678081706.0,151621805.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/120,31.953490495681763,1086183010.0,45894170.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/121,43.417508602142334,1670383419.0,94376467.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/122,32.46548795700073,1262136722.0,62271264.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/123,65.77867078781128,2497048112.0,130830536.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/124,42.52389574050903,1441566317.0,62922019.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/125,19.53843665122986,779791217.0,28445118.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/126,31.266561269760132,1167813539.0,39528951.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/127,35.8188955783844,1376865677.0,53280442.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/128,26.087434768676758,1032795695.0,47822388.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/129,48.455552101135254,1859123659.0,63293661.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/130,63.294047832489014,2424703998.0,124407823.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/131,11.60628604888916,450168647.0,19029737.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/132,72.47958993911743,2765156984.0,159984942.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/133,20.498342275619507,760014656.0,27233267.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/134,31.80003309249878,1224806068.0,55555400.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/135,34.19212865829468,1216412901.0,70624514.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/136,32.106889963150024,1296711341.0,61503810.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/137,72.63364768028259,2758363544.0,160724625.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/138,23.160776138305664,789995658.0,44616280.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/139,36.273337841033936,1230360925.0,75041495.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/140,28.327045679092407,1106880773.0,55493083.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/141,65.10788106918335,2494275597.0,131891386.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/142,28.753249883651733,985202800.0,46246708.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/143,70.5977532863617,2740664858.0,155682585.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/144,72.00412344932556,2753890899.0,158136009.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/145,41.62862300872803,1412058214.0,85220180.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/146,25.271425247192383,995183915.0,46338017.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/147,69.46951866149902,2660466028.0,149530867.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/148,31.487396001815796,1071489872.0,43120068.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/149,24.331918239593506,955333736.0,33575536.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/150,18.090304613113403,699243266.0,31432171.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/151,71.94564127922058,2755972620.0,160229143.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/152,65.74364018440247,2479786987.0,130167513.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/153,61.081228733062744,2295545820.0,110555686.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/154,26.979321479797363,917527375.0,46997317.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/155,29.25688147544861,1231741964.0,64098346.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/156,74.12213778495789,2839135615.0,168916743.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/157,26.54947280883789,904965945.0,49594783.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/158,42.39105725288391,1674555405.0,89982436.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/159,57.898099184036255,2127137743.0,96100584.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/160,56.338343143463135,2161678487.0,107768340.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/161,36.607659101486206,1292807665.0,74691460.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/162,17.29736018180847,683189230.0,31282879.0,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/163,23.080568075180054,921551229.0,42121596.0,0.042682926829268296
llama-2-7b.Q3_K_L,HumanEval/0,19.339991331100464,868928561.0,32328408.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/1,44.10481262207031,1694156674.0,93285162.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/2,11.567692756652832,399457779.0,14631371.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/3,14.439844369888306,607026950.0,19428478.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/4,25.40981960296631,979365840.0,46738345.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/5,40.137540340423584,1364280321.0,86209007.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/6,74.531973361969,2961460558.0,171943285.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/7,11.296677827835083,476380128.0,14854271.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/8,23.810374975204468,811989987.0,41087358.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/9,20.387691259384155,807016123.0,37012784.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/10,85.41090822219849,3310585763.0,191088622.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/11,18.440120220184326,711557504.0,34210423.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/12,46.17876148223877,1668905884.0,100900315.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/13,17.338509798049927,671197989.0,32709084.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/14,18.612019777297974,673774276.0,37913111.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/15,25.780038833618164,1013200592.0,54971356.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/16,14.429743766784668,493035542.0,24231811.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/17,39.66929817199707,1526827573.0,72637265.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/18,11.304192543029785,439997164.0,14897667.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/19,14.833274841308594,508108685.0,20082346.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/21,19.096863269805908,681401149.0,28220752.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/22,11.932491779327393,483756208.0,16865985.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/23,18.591960668563843,772230262.0,40749774.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/24,63.474308013916016,2433582271.0,153526096.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/25,28.175580263137817,958735399.0,50896049.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/26,14.388098239898682,491703515.0,21925726.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/27,35.71097254753113,1450227976.0,82761446.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/28,7.393725872039795,292162704.0,9772864.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/29,12.550084829330444,434321886.0,16749102.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/30,26.101648092269897,1025954343.0,48398985.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/31,33.58486819267273,1206925378.0,67030529.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/32,56.92414999008179,2185111167.0,103385538.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/33,52.08669948577881,2004984797.0,109231410.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/34,9.92716383934021,388118331.0,14117457.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/35,27.110417127609253,1013633452.0,55431682.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/36,25.233820915222168,978430540.0,51054069.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/37,69.83422231674194,2545578993.0,158697836.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/38,35.93453788757324,1322229892.0,63763264.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/39,21.00137972831726,815292712.0,37681666.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/40,36.58983325958252,1295762125.0,63335410.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/41,17.82369065284729,707179403.0,21455024.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/42,43.93254375457764,1772542215.0,93650823.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/43,43.14600586891174,1659555261.0,81665013.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/44,25.51259207725525,868494175.0,48063415.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/45,6.744024038314819,280983534.0,10238316.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/46,44.19338393211365,1707993735.0,86593833.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/47,50.693060636520386,2000190681.0,118040592.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/48,10.88935375213623,374511370.0,13819300.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/49,29.03800630569458,1147468010.0,56351052.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/50,55.46564531326294,2126566150.0,125980208.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/51,31.20014762878418,1162112504.0,56073281.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/52,50.35896182060242,1932186887.0,115053966.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/53,31.282597303390503,1234709059.0,72258849.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/54,32.35549259185791,1244205372.0,57091285.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/55,29.92233896255493,1019305679.0,66977795.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/56,19.941134214401245,824354946.0,36002044.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/57,13.59101390838623,465001251.0,20080515.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/58,21.21987223625183,841324323.0,36249602.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/59,35.41706657409668,1285533635.0,78829266.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/60,16.272536039352417,629012245.0,24546140.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/61,53.625988483428955,2108784274.0,121285456.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/62,19.136309385299683,654152561.0,31001446.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/63,38.55039310455322,1500633548.0,72385312.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/64,19.726449966430664,674610517.0,27351432.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/65,40.08761167526245,1529190605.0,88173053.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/66,28.529984712600708,1100026236.0,54756512.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/67,51.06475281715393,1912144947.0,91023205.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/68,53.229801654815674,1928330879.0,79989968.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/69,58.701545000076294,2250354773.0,125208236.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/70,27.677200078964233,942148345.0,48648984.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/71,67.53137493133545,2698030873.0,155266814.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/72,28.314900875091553,963597936.0,30897076.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/73,54.14587187767029,2108705051.0,114946972.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/74,43.738199949264526,1704001680.0,77650253.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/75,22.376374006271362,863490710.0,44116709.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/76,39.26764941215515,1418265351.0,75933339.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/77,40.80106806755066,1571575933.0,85939356.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/78,63.912591218948364,2448673602.0,112033282.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/79,43.64963102340698,1543935012.0,86552696.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/80,73.90622973442078,2834270149.0,169354486.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/81,63.41574692726135,2411068169.0,116155404.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/82,55.09677600860596,2174491138.0,127754434.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/83,50.273659467697144,1911315114.0,121435541.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/84,64.65227556228638,2474567822.0,141053655.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/85,24.68107843399048,854306651.0,53446824.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/86,44.03067922592163,1729837612.0,91638742.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/87,73.54487323760986,2755162136.0,143402587.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/88,47.006067514419556,1803013755.0,87592061.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/89,23.16411519050598,849020165.0,40302754.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/90,30.629868268966675,1183941549.0,59209016.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/91,23.191429138183594,789923881.0,39876546.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/92,86.61668157577515,3349042146.0,198510478.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/93,90.35431575775146,3458436337.0,211930854.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/94,68.4530234336853,2318197130.0,122175407.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/95,40.4372353553772,1617816293.0,73848261.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/96,28.383385181427002,966178557.0,44993537.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/97,30.06045413017273,1267347952.0,60158659.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/98,29.13088083267212,1120591552.0,62553185.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/99,30.95724058151245,1216311034.0,54220870.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/100,64.26774454116821,2445282803.0,141947146.0,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/101,32.534038066864014,1131678865.0,63566732.0,0.08536585365853659
