LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),HumanEval pass@1
llama-2-7b.Q2_K,HumanEval/125,19.51975178718567,439.18627202510834,103.47771620301046,-121.20209696159996,22.5,5.794223785400391,28.31213391336751,2.5645136574334652e-05,1.3138044404422283e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/126,30.783201217651367,692.6085358858107,168.82485806850403,33.97602718080001,22.5,5.794223785400391,3.3453551118681935,5.448392220219731e-05,1.7699238560983623e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/127,36.01042866706848,810.222811102867,199.04014732530322,-11.9480095584,22.5,5.794223785400391,3.3427079275778016,6.068467541521384e-05,1.6851972515036996e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/128,25.56014585494995,575.0949937105179,138.4660733933324,-110.90908872719999,22.5,5.794223785400391,27.773611539313194,3.667020106092788e-05,1.4346632162831093e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/129,48.834213733673096,1098.753656744957,263.5629693279325,-259.39220751360006,22.5,5.794223785400391,28.892948289478905,6.711080629407445e-05,1.3742579466944286e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/130,63.64698600769043,1432.034220099449,349.6076202382347,72.00105760080004,22.5,5.794223785400391,4.069614754758879,0.00011279056603392185,1.7721273717547824e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/131,12.940664768218994,291.1613792181015,65.40273005626386,-368.3292946632,22.5,5.794223785400391,32.63023773927983,-7.158886541612213e-07,-5.532085615256596e-08,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/132,73.1033570766449,1644.8045003414152,394.8104535710045,-203.42216273760005,22.5,5.794223785400391,27.979635138443506,0.00011172876096811606,1.5283670331442444e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/133,21.27970576286316,478.7848073244095,113.75463529411536,-78.22306257839998,22.5,5.794223785400391,28.533456553865005,3.1295151665813735e-05,1.4706571610792332e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/134,31.89962100982666,717.7303737401962,175.14998851617565,7.538006030400029,22.5,5.794223785400391,3.7389385489096707,5.4788706896756176e-05,1.7175347280733694e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/135,33.50541353225708,753.8591068983078,184.55850565570927,-16.7380133904,22.5,5.794223785400391,4.0361265593440345,5.608241145432995e-05,1.673831346696767e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/136,32.69615316390991,735.651580095291,179.8213222830218,-45.654036523199984,22.5,5.794223785400391,3.3071341569235178,5.2926786672822236e-05,1.6187465971147622e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/137,73.78429388999939,1660.1226925849915,398.93242311408727,-347.28527782799995,22.5,5.794223785400391,26.504891731855196,0.00010415786619310373,1.4116536284590117e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/138,22.44573450088501,505.02002477645874,120.38733328524722,-38.581030864800034,22.5,5.794223785400391,28.22920166531547,3.5707240958739956e-05,1.5908252393046911e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/139,35.32205009460449,794.7336119413376,194.87254156158633,17.684014147200035,22.5,5.794223785400391,3.419026078260675,6.129164808173961e-05,1.7352234062739755e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/140,28.542312622070312,642.1929252147673,155.78101775232426,-50.53704042959997,22.5,5.794223785400391,25.97085350139582,4.548008216987366e-05,1.5934266705041354e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/141,65.45380425453186,1472.6882046461103,360.0639994326821,10.8670086936,22.5,5.794223785400391,3.9323970448694605,0.00011218064428206413,1.7138903622136986e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/142,27.74195432662964,624.184992313385,151.10590571808189,-65.52405241919999,22.5,5.794223785400391,27.67594814821842,4.3187932453306644e-05,1.5567732519785146e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/143,72.76951742172241,1637.2912788391113,392.8930125686065,-333.32026665599994,22.5,5.794223785400391,29.04670282073585,0.00010325087644831612,1.4188753767589878e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/144,73.18452048301697,1646.6275870800016,395.0915690983393,-203.35116268079997,22.5,5.794223785400391,28.273065381346775,0.0001118611177998936,1.5284805729628553e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/145,42.273415327072144,951.1355799436568,225.7596454420518,-203.17616254080002,22.5,5.794223785400391,30.08917806524314,5.92489116314905e-05,1.401564344235682e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/146,25.401747703552246,571.5312069654465,137.61500864681508,39.541031632799985,22.5,5.794223785400391,27.873441061958317,4.555616321410346e-05,1.7934263321469321e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/147,71.21749305725098,1602.3693841695786,384.1157313227587,-325.15926012719996,22.5,5.794223785400391,32.89186956900438,0.00010108844794313872,1.4194328331927494e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/148,30.43148922920227,684.6971404552459,166.66654733915678,115.25309220239998,22.5,5.794223785400391,3.2876803297960717,5.881675153017767e-05,1.9327595533424208e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/149,24.522999048233032,551.7596411705017,132.50415255646476,-132.74210619359997,22.5,5.794223785400391,28.040336571328154,3.355902228312404e-05,1.368471377302528e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/150,17.65200638771057,397.16271936893463,92.71089328494963,-293.2012345608,22.5,5.794223785400391,28.01696817811086,1.1967131788451223e-05,6.779473973441801e-07,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/151,74.0358636379242,1665.781751275062,400.2702530317929,-238.2271905816,22.5,5.794223785400391,25.53319349186478,0.0001112195858113773,1.5022393249209846e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/152,64.85038590431213,1459.111334681511,356.54632197074534,127.76710221359997,22.5,5.794223785400391,3.566922226480526,0.00011825361769551179,1.8234836392492257e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/153,60.04726028442383,1351.0399782657626,328.71253060253827,-44.63003570400003,22.5,5.794223785400391,0.0,9.949402308723877e-05,1.6569286028366455e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/154,26.201059579849243,589.5154935121536,142.1288404676361,-75.52706042160007,22.5,5.794223785400391,27.980511696005983,3.992346031242836e-05,1.523734572289312e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/155,29.509114742279053,663.9462518692017,161.3859579391519,-14.183011346400068,22.5,5.794223785400391,24.447386436608642,4.93568514918573e-05,1.6725968204373644e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/156,76.64617586135864,1724.5144844055176,504.0649085391469,-340.2192721752,22.5,5.794223785400391,0.0,0.00011490304153747595,1.4991360005399123e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/157,25.87701916694641,582.224428653717,140.24036295855785,53.90004312000003,22.5,5.794223785400391,28.097660991861613,4.7240290595169166e-05,1.8255692547274063e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/158,44.350372314453125,997.8722673654555,237.89800290960378,-328.22326257839995,22.5,5.794223785400391,24.80257344691913,5.5222470743604525e-05,1.24514108589813e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/159,57.606643199920654,1296.1309218406677,314.5592459265127,112.78209022560003,22.5,5.794223785400391,28.831242312204818,0.00010486993570280348,1.8204486475432737e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/160,55.559195041656494,1250.0649100542068,302.77510897069806,-95.74007659199998,22.5,5.794223785400391,28.303229337769704,8.866169824715421e-05,1.5958060259994504e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/161,35.67181921005249,802.6026767492293,197.01391708800475,3.6980029583999734,22.5,5.794223785400391,3.3922120061628567,6.104974232552057e-05,1.711427779055251e-06,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/162,17.40526032447815,391.60953283309937,91.21234125986574,-339.1022712816,22.5,5.794223785400391,25.637313133267412,8.745058376288324e-06,5.024376661571433e-07,0.042682926829268296
llama-2-7b.Q2_K,HumanEval/163,22.54323935508728,507.2148710489273,121.13417449110331,-55.85204468159997,22.5,5.794223785400391,28.713993495180222,3.483532931362272e-05,1.545267242427673e-06,0.042682926829268296
llama-2-7b.Q3_K_L,HumanEval/0,19.666765928268433,442.49308705329884,113.93276091617645,317.08525366799995,22.5,5.794223785400391,4.273687573967409,5.3151452040831626e-05,2.702602564890107e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/1,45.897242069244385,1032.6706463098526,246.80241214709258,-391.63731330959996,22.5,5.794223785400391,22.64073622239304,5.4023078744933725e-05,1.177044116581777e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/2,10.720190525054932,241.20144903659818,62.10733352197713,128.5771028616,22.5,5.794223785400391,11.99506561582371,2.627941634970713e-05,2.4513945240327217e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/3,16.24356174468994,365.47743558883667,84.6942691324275,-359.5272876216,22.5,5.794223785400391,24.595851569902813,5.515536527481315e-06,3.3955216313838047e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/4,25.357253074645996,570.5296057462692,137.3847636564451,38.413030730399996,22.5,5.794223785400391,28.058877240109243,4.541257110593308e-05,1.7909105127534429e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/5,40.91127610206604,920.4921519756318,217.87950722754795,-326.5042612032,22.5,5.794223785400391,34.655566185395784,4.940055253724709e-05,1.2075045621652543e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/6,75.87595200538635,1707.1851181983948,410.9312264418341,-204.5861636688,22.5,5.794223785400391,22.40603799096747,0.00011643459075898175,1.53453877917362e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/7,11.466835975646973,258.00093948841095,66.43331154559837,131.55510524399998,22.5,5.794223785400391,11.473731645651606,2.7746065683546325e-05,2.41967930320734e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/8,23.014006853103638,517.8074938058853,123.57852009337874,-184.11314729040004,22.5,5.794223785400391,28.18210394623351,2.7824164791464298e-05,1.2090100159030746e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/9,20.488131999969482,460.97365736961365,109.10527626199382,-212.53317002640003,22.5,5.794223785400391,28.49079313605621,2.1755964487503197e-05,1.0618813119485761e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/10,85.32010698318481,1919.6719479560852,465.6239001481709,-74.91105992879999,22.5,5.794223785400391,27.707179864152437,0.00014058242194561063,1.6477056454385026e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/11,18.405410289764404,414.1147041320801,96.98540260349546,-277.1832217464001,22.5,5.794223785400391,27.07282715982317,1.423338761320385e-05,7.733262877122226e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/12,46.64745306968689,1049.550023674965,340.3713188750872,-254.9762039808,22.5,5.794223785400391,0.0,6.905920484416953e-05,1.4804496344313076e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/13,17.317840576171875,389.64234173297876,90.63402597583809,-186.8141494512,22.5,5.794223785400391,24.91275120433758,1.7856605359996045e-05,1.0311103905509716e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/14,18.164348602294922,408.68931412696844,95.72653916509626,-183.74214699359996,22.5,5.794223785400391,27.235411784522874,1.9512371496054885e-05,1.0742125645832216e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/15,25.853384256362915,581.694563627243,140.00666986748547,9.363007490400014,22.5,5.794223785400391,28.234778259199192,4.448383755014315e-05,1.7206195177018266e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/16,15.37997841835022,346.0451745986938,79.66328851587969,-327.7762622208,22.5,5.794223785400391,23.83976671002313,5.9589840006621574e-06,3.874507387833751e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/17,41.38464689254761,931.1432844400406,220.50004718394302,-209.11016728799999,22.5,5.794223785400391,33.58816372444264,5.7351310346469505e-05,1.3858112767127926e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/18,11.067996740341187,249.02700841426847,64.12196786292316,127.59810207839999,22.5,5.794223785400391,11.529728474722212,2.6818602709729838e-05,2.423076491519017e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/19,15.57568645477295,350.4488092660904,80.75675363661321,-361.23128898479996,22.5,5.794223785400391,25.917441690721077,4.2577985068162615e-06,2.733618527298692e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/20,34.009214639663696,765.1948034763336,187.3679921367302,125.715100572,22.5,5.794223785400391,3.445495217843311,6.561111333139633e-05,1.9292157736237902e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/21,18.4283230304718,414.62947905063623,97.2309803140961,-307.84424627519996,22.5,5.794223785400391,27.972940577823703,1.2413989868305929e-05,6.736364371179631e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/22,13.703145027160645,308.3167612552643,69.98494644478069,-255.35620428479996,22.5,5.794223785400391,21.140971452062388,7.480994822116573e-06,5.459326897065374e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/23,18.532093048095703,416.96457803249365,97.7690000655166,-157.42212593759996,22.5,5.794223785400391,28.565760199681062,2.1741707091692873e-05,1.1731922042085246e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/24,63.646472692489624,1432.0213401317596,349.5363000880098,64.02205121760004,22.5,5.794223785400391,3.4920972668752768,0.00011229993559678612,1.7644329818459474e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/25,27.396512031555176,616.4134311676025,148.96993718931935,-50.286040228800026,22.5,5.794223785400391,28.35184614348847,4.35122819495693e-05,1.5882416673864198e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/26,15.098255157470703,339.70648169517517,78.02849783243528,-338.11027048799997,22.5,5.794223785400391,25.10658484014443,4.845008719237167e-06,3.2089858521432054e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/27,35.560269832611084,800.0939208269119,196.39708557974518,135.8611086888,22.5,5.794223785400391,3.6916598745813323,6.89014244077792e-05,1.9375956575164145e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/28,7.273877143859863,163.65931212902066,42.13842224637574,26.58202126559999,22.5,5.794223785400391,3.654979407990035,1.4139856281229773e-05,1.9439228903069562e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/29,13.527615070343018,304.36853885650635,68.98026991713323,-419.8593358872,22.5,5.794223785400391,35.2664668603885,-2.830075137724099e-06,-2.092072492459188e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/30,25.951918363571167,583.908759355545,140.84425994483172,58.492046793600004,22.5,5.794223785400391,28.51488937886307,4.765893929530108e-05,1.8364322293106534e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/31,32.99313282966614,742.3314714431763,181.52941549830484,-4.515003611999977,22.5,5.794223785400391,3.7105236169043745,5.594040938360355e-05,1.695516751089006e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/32,57.856547117233276,1301.7543876171112,316.05874700816,-49.47703958159998,22.5,5.794223785400391,27.51849523732142,9.543020184100035e-05,1.6494278797459606e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/33,51.28764796257019,1153.9523380994794,278.009726606927,-206.6291653032,22.5,5.794223785400391,27.955185710706836,7.455912433693628e-05,1.4537442697966897e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/34,11.463266134262085,257.91780173778534,56.91507959926094,-312.50025,22.5,5.794223785400391,31.812805376328747,1.4193608118722137e-07,1.238181854323302e-08,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/35,26.798306226730347,602.9543423652649,145.6328374242621,78.3480626784,22.5,5.794223785400391,27.990659679870646,5.031740157453523e-05,1.8776336515009082e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/36,25.43322229385376,572.239648103714,137.68160147308026,-87.18006974400004,22.5,5.794223785400391,27.81800613984942,3.7892589907198084e-05,1.4898855311918253e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/37,70.986811876297,1597.1794813871384,382.4917422015706,-325.00025999999997,22.5,5.794223785400391,34.06155075326723,0.00010068351071861041,1.4183410700858556e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/38,35.16531276702881,791.2079286575317,202.2546999889155,132.5941060752,22.5,5.794223785400391,3.4928358238588366,6.851836275305028e-05,1.9484644771109065e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/39,21.02562952041626,473.0685693025589,121.81206335306615,-66.5560532448,22.5,5.794223785400391,28.439396246772198,3.21475233593554e-05,1.5289684110594445e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/40,35.65638709068298,802.2548907995224,196.9390438468317,3.870003096000015,22.5,5.794223785400391,3.864703950451504,6.1034490209521086e-05,1.711740733975524e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/41,17.920002460479736,403.19259881973267,94.3038149635513,-336.18726894959997,22.5,5.794223785400391,27.845379183818366,9.81534780645916e-06,5.477313872085481e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/42,45.02553415298462,1013.061198592186,241.86124239707627,-238.6331909064,22.5,5.794223785400391,24.089518725747567,6.183922474955588e-05,1.3734256775154044e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/43,44.072808265686035,991.622210741043,236.25289417161363,-213.110170488,22.5,5.794223785400391,25.846115295427115,6.17464731057012e-05,1.4010106352531982e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/44,24.77275013923645,557.3786062002182,133.9403845819952,25.29102023279998,22.5,5.794223785400391,28.612080543374724,4.360432576190881e-05,1.7601729931811597e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/45,6.5387609004974365,147.11926639080048,37.879095069944924,26.310021047999985,22.5,5.794223785400391,4.024347431468242,1.2857704198246721e-05,1.96638237640232e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/46,44.57121467590332,1002.8397613763808,248.62058763503956,-65.52805242240005,22.5,5.794223785400391,24.963329517049395,7.21616742679763e-05,1.619019692254187e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/47,50.78381943702698,1142.6190930604935,274.91510457731965,-237.15618972480004,22.5,5.794223785400391,27.74728434065251,7.182370660204701e-05,1.4143029689035096e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/48,11.932708740234375,268.4812581539154,59.5970360865158,-308.51124680879997,22.5,5.794223785400391,29.993495870024354,1.1906167891780884e-06,9.977757901385793e-08,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/49,28.247655868530273,635.5644196271895,154.06454051333822,105.14408411520006,22.5,5.794223785400391,26.824941819567126,5.44451999064861e-05,1.927423647465969e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/50,55.90630578994751,1257.8732657432554,304.7102546440101,-79.27806342240004,22.5,5.794223785400391,27.89268714577149,9.025625285125687e-05,1.6144199044445861e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/51,30.490419149398804,686.0208374261856,167.1262706148127,-8.323006658400047,22.5,5.794223785400391,3.24706320019607,5.1405903855600635e-05,1.6859690778181457e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/52,50.61375451087952,1138.790395259857,274.1003319195652,-235.23718818960003,22.5,5.794223785400391,27.586568771769596,7.16579279656493e-05,1.4157797353335308e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/53,31.17362141609192,701.3924431800841,170.95175875551558,23.509018807200007,22.5,5.794223785400391,4.193885485305654,5.451092654538126e-05,1.7486234857924642e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/54,32.27458095550537,726.1642849445343,177.44974459120203,-39.97503198,22.5,5.794223785400391,3.432270225796732,5.255075370321575e-05,1.6282396904134454e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/55,29.378853797912598,661.0157454013824,160.72204521292863,-35.840028672,22.5,5.794223785400391,24.56382066572741,4.782035067965252e-05,1.6277132868624784e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/56,20.159536600112915,453.5832864046097,107.1988965345654,-242.49419399520002,22.5,5.794223785400391,27.53182744393853,1.936720523392905e-05,9.606969454754517e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/57,14.459953546524048,325.34612238407135,74.24471706685472,-301.1982409584,22.5,5.794223785400391,23.50545359649501,5.986998299328697e-06,4.140399400361753e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/58,21.3889262676239,481.24325573444366,114.21644870453201,-76.74806139839998,22.5,5.794223785400391,27.889259246559803,3.156259487304646e-05,1.4756512074578652e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/59,34.77738046646118,782.4776333570479,191.83798914850198,30.2020241616,22.5,5.794223785400391,3.9053281583058457,6.112294557093866e-05,1.7575488651275727e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/60,16.63490581512451,374.2782998085022,181.22006864646937,-368.67829494240004,22.5,5.794223785400391,0.0,1.1367638211985924e-05,6.833605394778027e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/61,53.316847801208496,1199.6090608835223,289.62670942136083,-20.217016173600037,22.5,5.794223785400391,27.785687399840164,8.93869347635333e-05,1.6765232464006851e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/62,18.409048080444336,414.1965436935425,97.09120652364528,-269.7072157656,22.5,5.794223785400391,28.140545182057743,1.4699705781451013e-05,7.985043939923378e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/63,39.83348274230957,896.2394839525222,211.7664170142143,-252.4172019336,22.5,5.794223785400391,39.04610520561094,5.2060908691473785e-05,1.3069635168048392e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/64,18.887787103652954,424.9676835536957,99.80331731463866,-142.3491138792,22.5,5.794223785400391,28.07219674511152,2.3269628225175233e-05,1.2319933562081933e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/65,41.16601610183716,926.2206798791885,219.40057827889362,-274.4212195368,22.5,5.794223785400391,33.65955490554977,5.3010828350029915e-05,1.2877327798466306e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/66,28.578788995742798,643.015204668045,156.03379143911025,110.53808843040005,22.5,5.794223785400391,27.0695711119242,5.5346605452556974e-05,1.936632285601801e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/67,50.62078547477722,1138.949632644653,274.010585981212,-244.92219593759998,22.5,5.794223785400391,28.057615974999322,7.107284249553685e-05,1.404024884816342e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/68,52.75152659416199,1186.8917745351791,286.30865433430154,-141.1741129392,22.5,5.794223785400391,28.193886092078127,8.105121127318773e-05,1.5364713877713193e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/69,58.74662780761719,1321.78169131279,321.21734741276305,-3.542002833599949,22.5,5.794223785400391,25.924460904003332,9.975777280089999e-05,1.6981021128154904e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/70,28.79769539833069,647.9381096363066,157.11548660071549,-18.532014825599987,22.5,5.794223785400391,26.514113459570236,4.785830888136563e-05,1.6618798212630523e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/71,69.75861263275146,1569.5438396930695,375.38531440713,-352.0822816656,22.5,5.794223785400391,39.074900380964245,9.69216349853934e-05,1.3893859313923479e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/72,27.558751344680786,620.0628447532654,150.023313995036,109.22108737680001,22.5,5.794223785400391,29.039700113870257,5.350413616262273e-05,1.9414571978766287e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/73,54.977455615997314,1236.9744265079498,305.52956674844245,-82.20606576480003,22.5,5.794223785400391,28.427586151069573,8.885628941967103e-05,1.616231388376869e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/74,52.8262403011322,1188.5725432634354,286.8133617859076,-159.49712759759998,22.5,5.794223785400391,28.275320689116224,8.006927343531573e-05,1.515710241328676e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/75,23.746883630752563,534.2962664365767,127.84129122616014,-123.47509877999998,22.5,5.794223785400391,28.364703599667873,3.2776563223788936e-05,1.3802469298052569e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/76,40.71174073219299,915.998974442482,216.54644331441887,-321.9772575816,22.5,5.794223785400391,34.96678885808851,4.9321496441911164e-05,1.211480903416885e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/77,43.02977991104126,968.157221674919,230.2655049114492,-208.5811668648,22.5,5.794223785400391,28.53224843516223,6.022993421713574e-05,1.3997267553227944e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/78,66.02081418037415,1485.44413626194,363.32569271663397,127.12010169600005,22.5,5.794223785400391,3.468164643075797,0.00012022906027334932,1.821078121588654e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/79,44.96821594238281,1011.7706537246703,241.4085203130708,-364.7292917832,22.5,5.794223785400391,24.56425883485283,5.4060447793751116e-05,1.2021924077000977e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/80,74.82291078567505,1683.4928655624387,414.28355946267857,112.03108962479998,22.5,5.794223785400391,24.26862359539996,0.0001344624904185023,1.7970764436532095e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/81,62.79634928703308,1412.893858551979,344.58165981317416,-19.708015766400052,22.5,5.794223785400391,3.5485658474632618,0.00010573977354076796,1.6838522420697844e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/82,54.74513125419617,1231.7477720975876,298.0444419004998,-126.44410115520002,22.5,5.794223785400391,28.060446097449947,8.539100393404806e-05,1.5597917472798625e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/83,50.075952768325806,1126.6894751787183,270.8022332679011,-228.95418316319999,22.5,5.794223785400391,27.838040740637584,7.11032362571969e-05,1.419907806570409e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/84,64.58255767822266,1453.0819272994995,354.7226593610076,32.61302609039997,22.5,5.794223785400391,3.4670298442797396,0.0001119858331460901,1.7339950161783684e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/85,24.18161654472351,544.0771722793579,130.47242138286947,-147.040117632,22.5,5.794223785400391,28.032455568833665,3.209792590356927e-05,1.3273689062186836e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/86,46.462056398391724,1045.3828310966494,250.1379785019817,-322.85025827999993,22.5,5.794223785400391,21.41577407670935,5.9185111743888905e-05,1.2738375425401444e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/87,74.71617794036865,1681.0922187566755,404.21121800976016,-206.43016514400003,22.5,5.794223785400391,24.08728741530808,0.00011432578521353037,1.530134281022436e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/88,47.42554259300232,1067.0572847127912,255.42808195228193,-185.5481484384,22.5,5.794223785400391,29.503112871751505,6.91804190178354e-05,1.4587164476225315e-06,0.08536585365853659
